generation,best_value,num_perturbations,sample_id
1,0.009951353073120117,1,0
2,0.010945796966552734,1,0
3,0.014910638332366943,1,0
4,0.017476260662078857,1,0
5,0.019331037998199463,1,0
6,0.019331037998199463,1,0
7,0.026687681674957275,1,0
8,0.026687681674957275,1,0
9,0.026687681674957275,1,0
10,0.026687681674957275,1,0
11,0.027239859104156494,1,0
12,0.027239859104156494,1,0
13,0.027446210384368896,1,0
14,0.029070913791656494,1,0
15,0.053059160709381104,2,0
16,0.053059160709381104,2,0
17,0.053059160709381104,2,0
18,0.06310135126113892,2,0
19,0.06310135126113892,2,0
20,0.06310135126113892,2,0
21,0.07931941747665405,2,0
22,0.07931941747665405,2,0
23,0.07931941747665405,2,0
24,0.07931941747665405,2,0
25,0.07931941747665405,2,0
26,0.09722346067428589,2,0
27,0.09722346067428589,2,0
28,0.10032182931900024,2,0
29,0.10032182931900024,2,0
30,0.10032182931900024,2,0
31,0.13182204961776733,3,0
32,0.13182204961776733,3,0
33,0.13910263776779175,3,0
34,0.13910263776779175,3,0
35,0.15712833404541016,3,0
36,0.18711942434310913,3,0
37,0.18711942434310913,3,0
38,0.18711942434310913,3,0
39,0.2223283052444458,3,0
40,0.2223283052444458,3,0
41,0.2223283052444458,3,0
42,0.2296696901321411,3,0
43,0.2296696901321411,3,0
44,0.24715149402618408,4,0
45,0.24715149402618408,4,0
46,0.24715149402618408,4,0
47,0.27092963457107544,4,0
48,0.27092963457107544,4,0
49,0.29075026512145996,5,0
50,0.2821214199066162,4,0
51,0.2821214199066162,4,0
52,0.3268476724624634,5,0
53,0.3772244453430176,5,0
54,0.4349358081817627,8,0
55,0.37464672327041626,4,0
56,0.43101710081100464,5,0
57,0.5014542639255524,8,0
58,0.6134686470031738,8,0
59,0.6134686470031738,8,0
60,0.6134686470031738,8,0
61,0.6134686470031738,8,0
62,0.5865687131881714,6,0
63,0.5865687131881714,6,0
64,0.7467837333679199,8,0
65,0.7467837333679199,8,0
66,0.7467837333679199,8,0
67,0.7467837333679199,8,0
68,0.8180349469184875,9,0
69,0.8180349469184875,9,0
70,0.8180349469184875,9,0
